id	type	description_short
9885	Armor 	Jester Hat - Big Head
9886	Armor 	Wizard Hat - Big Head
9887	Armor 	Dapper Cap - Big Head
9888	Armor 	Romantic Chapeau - Big Head
9889	Armor 	Iron Circlet - Big Head
9890	Armor 	Teddy Bear Hat - Firework
9891	Armor 	Piggy Hat - Firework
9892	Armor 	Jester Hat - Firework
9893	Armor 	Wizard Hat - Firework
9894	Armor 	Dapper Cap - Firework
9895	Armor 	Romantic Chapeau - Firework
9896	Armor 	Iron Circlet - Firework
9897	EtcItem 	Scroll of Transformation - Pig
9898	EtcItem 	SP Scroll: Highest Grade
9899	Armor 	Weight Loss Ring
9900	Armor 	Quiet Footsteps Ring
9901	Weapon 	Improved Falchion
9902	Weapon 	Improved Great Spear
9903	Weapon 	Improved Iron Hammer
9904	Weapon 	Improved Sword Breaker
9905	Weapon 	Improved Viper Fang
9906	Weapon 	Improved Composite Bow
9907	Weapon 	Improved Flanged Mace
9908	Weapon 	Improved Mage Staff
9909	Armor 	Agathion Seal Bracelet
9910	EtcItem 	Blood Oath
9911	EtcItem 	Blood Alliance
9912	EtcItem 	Knight's Epaulette
9913	Armor 	Talisman_Test
9914	Armor 	Blue Talisman of Power
9915	Armor 	Blue Talisman of Wild Magic
9916	Armor 	Blue Talisman of Defense
9917	Armor 	Red Talisman of Minimum Clarity
9918	Armor 	Red Talisman of Maximum Clarity
9919	Armor 	Blue Talisman of Reflection
9920	Armor 	Blue Talisman of Invisibility
9921	Armor 	Blue Talisman - Shield Protection
9922	Armor 	Black Talisman - Mending
9923	Armor 	Black Talisman - Escape
9924	Armor 	Blue Talisman of Healing
9925	Armor 	Red Talisman of Recovery
9926	Armor 	Blue Talisman of Defense
9927	Armor 	Blue Talisman of Magic Defense
9928	Armor 	Red Talisman of Mental Regeneration
9929	Armor 	Blue Talisman of Protection
9930	Armor 	Blue Talisman of Evasion
9931	Armor 	Red Talisman of Meditation
9932	Armor 	Blue Talisman - Divine Protection
9933	Armor 	Yellow Talisman of Power
9934	Armor 	Yellow Talisman of Violent Haste
9935	Armor 	Yellow Talisman of Arcane Defense
9936	Armor 	Yellow Talisman of Arcane Power
9937	Armor 	Yellow Talisman of Arcane Haste
9938	Armor 	Yellow Talisman of Accuracy
9939	Armor 	Yellow Talisman of Defense
9940	Armor 	Yellow Talisman of Alacrity
9941	Armor 	Yellow Talisman of Speed
9942	Armor 	Yellow Talisman of Critical Reduction
9943	Armor 	Yellow Talisman of Critical Damage
9944	Armor 	Yellow Talisman of Critical Dodging
9945	Armor 	Yellow Talisman of Evasion
9946	Armor 	Yellow Talisman of Healing
9947	Armor 	Yellow Talisman of CP Regeneration
9948	Armor 	Yellow Talisman of Physical Regeneration
9949	Armor 	Yellow Talisman of Mental Regeneration
9950	Armor 	Grey Talisman of Weight Training
9951	Armor 	Grey Talisman of Mid-Grade Fishing
9952	Armor 	Orange Talisman - Hot Springs CP Potion
9953	Armor 	Orange Talisman - Elixir of Life
9954	Armor 	Orange Talisman - Elixir of Mental Strength
9955	Armor 	Black Talisman - Vocalization
9956	Armor 	Black Talisman - Arcane Freedom
9957	Armor 	Black Talisman - Physical Freedom
9958	Armor 	Black Talisman - Rescue
9959	Armor 	Black Talisman - Free Speech
9960	Armor 	White Talisman of Bravery
9961	Armor 	White Talisman of Motion
9962	Armor 	White Talisman of Grounding
9963	Armor 	White Talisman of Attention
9964	Armor 	White Talisman of Bandages
9965	Armor 	White Talisman of Protection
9966	Armor 	White Talisman of Freedom
9967	EtcItem 	Recipe - Dynasty Sword (60%)
9968	EtcItem 	Recipe - Dynasty Blade (60%)
9969	EtcItem 	Recipe - Dynasty Phantom (60%)
9970	EtcItem 	Recipe - Dynasty Bow (60%)
9971	EtcItem 	Recipe - Dynasty Knife (60%)
9972	EtcItem 	Recipe - Dynasty Halberd (60%)
9973	EtcItem 	Recipe - Dynasty Cudgel (60%)
9974	EtcItem 	Recipe - Dynasty Mace (60%)
9975	EtcItem 	Recipe - Dynasty Bagh-Nakh (60%)
9976	EtcItem 	Recipe - Dynasty Sword (100%)
9977	EtcItem 	Recipe - Dynasty Blade (100%)
9978	EtcItem 	Recipe - Dynasty Phantom (100%)
9979	EtcItem 	Recipe - Dynasty Bow (100%)
9980	EtcItem 	Recipe - Dynasty Knife (100%)
9981	EtcItem 	Recipe - Dynasty Halberd (100%)
9982	EtcItem 	Recipe - Dynasty Cudgel (100%)
9983	EtcItem 	Recipe - Dynasty Mace (100%)
9984	EtcItem 	Recipe - Dynasty Bagh-Nakh (100%)
9985	EtcItem 	Recipe - Sealed Dynasty Earrings (70%)
9986	EtcItem 	Recipe - Sealed Dynasty Necklace (70%)
9987	EtcItem 	Recipe - Sealed Dynasty Ring (70%)
9988	EtcItem 	Recipe - Sealed Dynasty Earrings (100%)
9989	EtcItem 	Recipe - Sealed Dynasty Necklace (100%)
9990	EtcItem 	Recipe - Sealed Dynasty Ring (100%)
9991	EtcItem 	Sealed Dynasty Earring Gemstone
9992	EtcItem 	Sealed Dynasty Necklace Gemstone
9993	EtcItem 	Sealed Dynasty Ring Gemstone
9994	EtcItem 	Map of Hellbound
9995	Weapon 	Hand Crossbow
9996	Weapon 	Hand Crossbow
9997	EtcItem 	Fire Potion
9998	EtcItem 	Water Potion
9999	EtcItem 	Earth Potion
10000	EtcItem 	Wind Potion
10001	EtcItem 	Dark Potion
10002	EtcItem 	Holy Potion
10003	Weapon 	Fleuret
10004	Weapon 	Dynasty Dual Sword
10005	Weapon 	Shadow Item: Fleuret
10006	Weapon 	Shadow Item: Military Talwar
10007	Weapon 	Shadow Item: Hand Crossbow
10008	Weapon 	Shadow Item: Blinzlasher
10009	Weapon 	Shadow Item: Immortal Edge
10010	Weapon 	Shadow Item: Tathlum
10011	Weapon 	Shadow Item - War Axe
10012	EtcItem 	Scorpion Poison Stinger
10013	EtcItem 	Race Stamp
10014	EtcItem 	Control Room Card
10015	EtcItem 	Prison Gate Key
10016	EtcItem 	Underground Warehouse Key
10017	EtcItem 	Coral Treasure Chest Key
10018	Armor 	Agathion Seal Bracelet - Fortress
10019	Armor 	Ring Mail Breastplate
10020	Armor 	Iron Plate Gaiters
10021	Armor 	Puma Skin Shirt
10022	Armor 	Puma Skin Gaiters
10023	Armor 	Cursed Tunic
10024	Armor 	Cursed Stockings
10025	EtcItem 	Battle Manual - Fallen Arrow
10026	EtcItem 	Battle Manual - Fallen Attack
10027	EtcItem 	Battle Manual - Detect Trap
10028	EtcItem 	Battle Manual - Defuse Trap
10029	EtcItem 	Battle Manual - Dark Strike
10030	EtcItem 	Battle Manual - Dark Smash
10031	EtcItem 	Battle Manual - Double Thrust
10032	EtcItem 	Battle Manual - Abyssal Blaze
10033	EtcItem 	Battle Manual - Dark Explosion
10034	EtcItem 	Battle Manual - Shift Target
10035	EtcItem 	Battle Manual - Change Life Stone
10036	EtcItem 	Battle Manual - Spread Wing
10037	EtcItem 	Battle Manual - Slashing Blade
10038	EtcItem 	Battle Manual - Crushing Pain
10039	EtcItem 	Battle Manual - Contagion
10040	EtcItem 	Battle Manual - Life to Soul
10041	EtcItem 	Battle Manual - Scorn
10042	EtcItem 	Battle Manual - Triple Thrust
10043	EtcItem 	Battle Manual - Shining Edge
10044	EtcItem 	Battle Manual - Checkmate
10045	EtcItem 	Battle Manual - Soul of Pain
10046	EtcItem 	Battle Manual - Dark Flame
10047	EtcItem 	Battle Manual - Annihilation Circle
10048	EtcItem 	Battle Manual - Curse of Divinity
10049	EtcItem 	Battle Manual - Steal Divinity
10050	EtcItem 	Battle Manual - Blink
10051	EtcItem 	Battle Manual - Transfer Soul
10052	EtcItem 	Battle Manual - Twin Shot
10053	EtcItem 	Battle Manual - Rising Shot
10054	EtcItem 	Battle Manual - Deadly Roulette
10055	EtcItem 	Battle Manual - Temptation
10056	EtcItem 	Battle Manual - Create Bio Potion
10057	EtcItem 	Battle Manual - Create Dark Seed
10058	EtcItem 	Battle Manual - Fire Trap
10059	EtcItem 	Battle Manual - Poison Trap
10060	EtcItem 	Battle Manual - Slow Trap
10061	EtcItem 	Battle Manual - Flash Trap
10062	EtcItem 	Battle Manual - Binding Trap
10063	EtcItem 	Battle Manual - Quiver of Bolts - Grade A
10064	EtcItem 	Battle Manual - Quiver of Bolts - Grade S
10065	EtcItem 	Battle Manual - Cure Dark Seed
10066	EtcItem 	Battle Manual - Decoy
10067	EtcItem 	Battle Manual - Chain Lightning
10068	EtcItem 	Battle Manual - Enuma Elish
10069	EtcItem 	Battle Manual - Leopold
10070	EtcItem 	Battle Manual - Change Weapon
10071	EtcItem 	Battle Manual - Quiver of Bolts - Grade B
10072	EtcItem 	Battle Manual - Increase Power
10073	EtcItem 	Battle Manual - Rapid Attack
10074	EtcItem 	Battle Manual - Furious Soul
10075	EtcItem 	Battle Manual - Sword Shield
10076	EtcItem 	Battle Manual - Disarm
10077	EtcItem 	Battle Manual - Fast Shot
10078	EtcItem 	Battle Manual - Death Mark
10079	EtcItem 	Battle Manual - Courage
10080	EtcItem 	Battle Manual - Violent Temper
10081	EtcItem 	Battle Manual - Soul to Empower
10082	EtcItem 	Battle Manual - Darkness Protection
10083	EtcItem 	Battle Manual - Dark Weapon
10084	EtcItem 	Battle Manual - Pride of Kamael
10085	EtcItem 	Battle Manual - Surrender To Unholy
10086	EtcItem 	Battle Manual - Bleeding Shot
10087	EtcItem 	Battle Manual - Sharpshooting
10088	EtcItem 	Battle Manual - Real Target
10089	EtcItem 	Battle Manual - Imbue Dark Seed
10090	EtcItem 	Battle Manual - Prahnah
10091	EtcItem 	Battle Manual - Final Form
10092	EtcItem 	Battle Manual - Shadow Bind
10093	EtcItem 	Battle Manual - Voice Bind
10094	EtcItem 	Battle Manual - Rush
10095	EtcItem 	Battle Manual - Storm Assault
10096	EtcItem 	Battle Manual - Wing Assault
10097	EtcItem 	Battle Manual - Shoulder Charge
10098	EtcItem 	Battle Manual - Blade Rush
10099	EtcItem 	Spellbook - Count of Fire
10100	EtcItem 	Spellbook - Diamond Dust
10101	EtcItem 	Spellbook - Throne of Ice
10102	EtcItem 	Spellbook - Throne of Wind
10103	EtcItem 	Spellbook - Divine Power
10104	EtcItem 	Spellbook - Mana Gain
10105	EtcItem 	Amulet - Chant of Protection
10106	EtcItem 	Amulet - Seal of Blockade
10107	EtcItem 	Spellbook - Fire Vortex Buster
10108	EtcItem 	Spellbook - Ice Vortex Crusher
10109	EtcItem 	Spellbook - Wind Vortex Slug
10110	EtcItem 	Forgotten Scroll - Meteor
10111	EtcItem 	Forgotten Scroll - Star Fall
10112	EtcItem 	Dark Seed
10113	EtcItem 	Special Bolt
10114	EtcItem 	Sealed Dynasty Sigil Piece
10115	EtcItem 	Recipe: Sealed Dynasty Sigil (60%)
10116	EtcItem 	Recipe: Sealed Dynasty Sigil (100%)
10117	EtcItem 	Chaotic Sealed Dynasty Sigil
10118	EtcItem 	Chaotic Dynasty Sigil
10119	Armor 	Dynasty Sigil
10120	Armor 	Sealed Dynasty Sigil
10121	Armor 	Sealed Arcana Sigil
10122	Armor 	Red Crescent Earring
10123	Armor 	Necklace of Devotion
10124	Armor 	Ring of Devotion
10125	Weapon 	Shadow Item - War Axe
10126	Armor 	Dynasty Leather Armor - Force Master
10127	Armor 	Dynasty Leather Armor - Weapon Master
10128	Weapon 	For Monster only (Crossbow)
10129	EtcItem 	Scroll of Escape: Fortress
10130	EtcItem 	Blessed Scroll of Escape: Fortress
10131	EtcItem 	Transformation Scroll: Onyx Beast
10132	EtcItem 	Transformation Scroll: Death Blader
10133	EtcItem 	Transformation Scroll: Grail Apostle
10134	EtcItem 	Transformation Scroll: Unicorn
10135	EtcItem 	Transformation Scroll: Lilim Knight
10136	EtcItem 	Transformation Scroll: Golem Guardian
10137	EtcItem 	Transformation Scroll: Inferno Drake
10138	EtcItem 	Transformation Scroll: Dragon Bomber
10139	Armor 	Agathion Bracelet
10140	Armor 	Blessed Ring of Escape
10141	Armor 	Grey Talisman - Yeti Transform
10142	Armor 	Grey Talisman - Buffalo Transform
10143	EtcItem 	Battleground Spell - Shield Master
10144	EtcItem 	Battleground Spell - Wizard
10145	EtcItem 	Battleground Spell - Healer
10146	EtcItem 	Battleground Spell - Dagger Master
10147	EtcItem 	Battleground Spell - Bow Master
10148	EtcItem 	Battleground Spell - Berserker
10149	EtcItem 	Battleground Blessed Scroll of Escape
10150	EtcItem 	Battleground Blessed Scroll of Resurrection
10151	EtcItem 	Battleground Transform Spell
10152	EtcItem 	Battle Health Recovery Potion
10153	EtcItem 	Battle Mana Recovery Potion
10154	EtcItem 	Battle CP Recovery Potion
10155	EtcItem 	Mental Strengthening Potion
10156	EtcItem 	Medusa's Potion
10157	EtcItem 	Instant Haste Potion
10158	Armor 	Grey Talisman of Upper Grade Fishing
10159	EtcItem 	Capture Rope
10160	EtcItem 	Cursed Red Soul Crystal - Stage 14
10161	EtcItem 	Cursed Blue Soul Crystal - Stage 14
10162	EtcItem 	Cursed Green Soul Crystal - Stage 14
10163	EtcItem 	Wolf Collar
10164	EtcItem 	Animal Slayer's List
10165	EtcItem 	Bloody Red Claw
10166	EtcItem 	Hot Springs CP Potion
10167	Weapon 	Pig Lollipop
10168	Armor 	Dynasty Leather Armor - Enchanter
10169	Armor 	Enchanter Circlet (Kamael only)
10170	Armor 	Baylor's Earring
10171	EtcItem 	Seed: Dark Coda
10172	EtcItem 	Seed: Red Coda
10173	EtcItem 	Seed: Chilly Coda
10174	EtcItem 	Seed: Blue Coda
10175	Armor 	Goblin Circlet (Event)
10176	Armor 	White Half Mask
10177	Armor 	Black Half Mask
10178	EtcItem 	Sweet Fruit Cocktail
10179	EtcItem 	Fresh Fruit Cocktail
10180	EtcItem 	Battle Manual - Penetrate Shot
10181	EtcItem 	Battle Manual - Erase Mark
10182	EtcItem 	Battle Manual - Ultimate Escape
10183	EtcItem 	Battle Manual - Create Special Bolt
10184	EtcItem 	Battle Manual - Restoration Impact
10185	EtcItem 	Battle Manual - Destroy Instinct
10186	EtcItem 	Battle Manual - Restoration
10187	EtcItem 	Battle Manual - Oblivion
10188	EtcItem 	Battle Manual - Thin Skin
10189	EtcItem 	Battle Manual - Protection Instinct
10190	EtcItem 	Battle Manual - Vampiric Impulse
10191	EtcItem 	Battle Manual - Magic Impulse
10192	EtcItem 	Battle Manual - Enervation
10193	EtcItem 	Battle Manual - Weak Constitution
10194	EtcItem 	Battle Manual - Spite
10195	EtcItem 	Battle Manual - Mental Impoverish
10196	EtcItem 	Battle Manual - Soul Harmony
10197	EtcItem 	Seed: Alternative Dark Coda
10198	EtcItem 	Seed: Alternative Red Coda
10199	EtcItem 	Seed: Alternative Chilly Coda
10200	EtcItem 	Seed: Alternative Blue Coda
10201	EtcItem 	Seed: Alternative Golden Coda
10202	EtcItem 	Seed: Golden Coda
10203	EtcItem 	Spellbook - Empowering Echo
10204	EtcItem 	Battle Manual - Soul Gathering
10205	EtcItem 	White Seed of Evil Lump
10206	EtcItem 	Black Seed of Evil Lump
10207	Armor 	Enhanced Striped Scale Shirt
10208	Armor 	Enhanced Striped Mithril Shirt
10209	Armor 	Enhanced Steel Bracelet
10210	Armor 	Enhanced Mithril Bracelet
10211	Armor 	Blessed Ring of Resurrection
10212	Weapon 	For NPC (Bow)
10213	EtcItem 	Inventory
10214	Armor 	Dynasty Leather Armor - Summoner
10215	Weapon 	Icarus Sawsword
10216	Weapon 	Icarus Disperser
10217	Weapon 	Icarus Spirit
10218	Weapon 	Icarus Heavy Arms
10219	Weapon 	Icarus Trident
10220	Weapon 	Icarus Hammer
10221	Weapon 	Icarus Hand
10222	Weapon 	Icarus Hall
10223	Weapon 	Icarus Spitter
10224	Weapon 	Icarus Stinger
10225	Weapon 	Icarus Wingblade
10226	Weapon 	Icarus Shooter
10227	Armor 	Dynasty Platinum Plate
10228	Armor 	Dynasty Platinum Plate - Shield Master
10229	Armor 	Dynasty Platinum Plate - Weapon Master
10230	Armor 	Dynasty Platinum Plate - Force Master
10231	Armor 	Dynasty Platinum Plate - Bard
10232	Armor 	Dynasty Jewel Leather Armor
10233	Armor 	Dynasty Jewel Leather Armor - Dagger Master
10234	Armor 	Dynasty Jewel Leather Armor - Bow Master
10235	Armor 	Dynasty Silver Satin Tunic
10236	Armor 	Dynasty Silver Satin Tunic - Healer
10237	Armor 	Dynasty Silver Satin Tunic - Enchanter
10238	Armor 	Dynasty Silver Satin Tunic - Summoner
10239	Armor 	Dynasty Silver Satin Tunic - Wizard
10240	Armor 	Bird Nest
10241	Armor 	Purple Viking Circlet
10242	Armor 	Golden Viking Circlet
10243	Armor 	Panda Hat
10244	Armor 	White Sheep Hat
10245	Armor 	Black Sheep Hat
10246	Armor 	Frog Hat
10247	Armor 	Fish Hat
10248	Armor 	Straw Hat
10249	Armor 	Chicken Hat
10250	Armor 	Adventurer Hat (Event)
10251	Armor 	Medieval Party Mask
10252	Weapon 	Dynasty Staff
10253	Weapon 	Dynasty Crusher
10254	EtcItem 	1st Place Treasure Sack - Event
10255	EtcItem 	2nd Place Treasure Sack - Event
10256	EtcItem 	3rd Place Treasure Sack - Event
10257	EtcItem 	4th Place Treasure Sack - Event
10258	EtcItem 	5th Place Treasure Sack - Event
10259	EtcItem 	6th Place Treasure Sack - Event
10260	EtcItem 	Alacrity Juice
10261	EtcItem 	Accuracy Juice
10262	EtcItem 	Critical Hit Juice
10263	EtcItem 	Critical Rate Juice
10264	EtcItem 	Casting Spd. Juice
10265	EtcItem 	Evasion Juice
10266	EtcItem 	M. Atk. Juice
10267	EtcItem 	Power Juice
10268	EtcItem 	Speed Juice
10269	EtcItem 	Defense Juice
10270	EtcItem 	MP Consumption Juice
10271	EtcItem 	Marvelous Fruit Juice #12
10272	EtcItem 	Treasure Sack Piece
10273	Armor 	Wolf Summoning Bracelet
10274	EtcItem 	Transformation Scroll: Rabbit
10275	EtcItem 	Battle Manual - Warp
10276	EtcItem 	Battle Manual - Soul Shock
10277	Weapon 	Monster Only (Behamah Pole)
10278	Weapon 	Monster Only (Behamah Dual)
10279	EtcItem 	Transformation Scroll: Onyx Beast
10280	EtcItem 	Certificate - Emergent Ability
10281	EtcItem 	Certificate - Warrior Ability
10282	EtcItem 	Certificate - Knight Ability
10283	EtcItem 	Certificate - Rogue Ability
10284	EtcItem 	Certificate - Wizard Ability
10285	EtcItem 	Certificate - Healer Ability
10286	EtcItem 	Certificate - Summoner Ability
10287	EtcItem 	Certificate - Enchanter Ability
10288	EtcItem 	Transformation Sealbook: Divine Knight
10289	EtcItem 	Transformation Sealbook: Divine Warrior
10290	EtcItem 	Transformation Sealbook: Divine Rogue
10291	EtcItem 	Transformation Sealbook: Divine Healer
10292	EtcItem 	Transformation Sealbook: Divine Wizard
10293	EtcItem 	Transformation Sealbook: Divine Enchanter
10294	EtcItem 	Transformation Sealbook: Divine Summoner
10295	EtcItem 	Transformation Sealbook: Zaken
10296	EtcItem 	Transformation Sealbook: Anakim
10297	EtcItem 	Transformation Sealbook: Venom
10298	EtcItem 	Transformation Sealbook: Gordon
10299	EtcItem 	Transformation Sealbook: Ranku
10300	EtcItem 	Transformation Sealbook - Kechi
10301	EtcItem 	Transformation Sealbook: Demon Prince
10302	EtcItem 	Transformation Sealbook: Heretic
10303	EtcItem 	Transformation Sealbook: Veil Master
10304	EtcItem 	Transformation Sealbook: Saber Tooth Tiger
10305	EtcItem 	Transformation Sealbook: Oel Mahum
10306	EtcItem 	Transformation Sealbook: Doll Blader
10307	EtcItem 	Great Snow Wolf Necklace
10308	EtcItem 	Red Dragon Bugle of Wind
10309	EtcItem 	Red Dragon Bugle of Star
10310	EtcItem 	Red Dragon Bugle of Twilight
10311	EtcItem 	Improved Buffalo Panpipe
10312	EtcItem 	Improved Cougar Chime
10313	EtcItem 	Improved Kookaburra Ocarina
10314	Armor 	Ring of Beleth
10315	Armor 	Shadow Item - Purple Viking Circlet
10316	Armor 	Agathion Seal Bracelet - Little Angel - Firework
10317	Armor 	Agathion Seal Bracelet - Little Angel - Big Head
10318	Armor 	Agathion Seal Bracelet - Little Angel - Blessed Escape
10319	Armor 	Agathion Seal Bracelet - Little Angel - Resurrection
10320	Armor 	Agathion Seal Bracelet - Little Angel
10321	Armor 	Shadow Item - Golden Viking Circlet
10322	Armor 	Agathion Seal Bracelet - Little Devil - Firework
10323	Armor 	Agathion Seal Bracelet - Little Devil - Big Head
10324	Armor 	Agathion Seal Bracelet - Little Devil - Blessed Escape
10325	Armor 	Agathion Seal Bracelet - Little Devil - Resurrection
10326	Armor 	Agathion Seal Bracelet - Little Devil
10327	EtcItem 	Evil Weapon
10328	EtcItem 	Stolen Cargo
10329	EtcItem 	Hate Crystal
10330	EtcItem 	Old Treasure Map
10331	EtcItem 	Sonin's Credentials
10332	EtcItem 	Pano's Credentials
10333	EtcItem 	Alex's Credentials
10334	EtcItem 	Badge - Temple Executor
10335	EtcItem 	Giants' Experimental Tool Fragment
10336	EtcItem 	Giants' Experimental Tool
10337	EtcItem 	Giants' Technology Report
10338	EtcItem 	Rouke's Report
10339	EtcItem 	Badge - Temple Missionary
10340	EtcItem 	Report Fragment
10341	EtcItem 	Temple Manifesto
10342	EtcItem 	Relics of the Dark Elf Trainee
10343	EtcItem 	Angus' Recommendation
10344	EtcItem 	Pupina's Recommendation
10345	EtcItem 	Records Chest Key Fragment
10346	EtcItem 	Records Chest
10347	EtcItem 	Dark Crystal
10348	EtcItem 	Dark Oxide
10349	EtcItem 	Cryptogram of the Goddess Sword
10350	EtcItem 	Predecessor's Report
10351	EtcItem 	Cryptogram of the Angel Search
10352	EtcItem 	Prophecy Fragment
10353	EtcItem 	Fallen Angel Blood
10354	EtcItem 	Sealed Prophecy - Path of the God
10355	EtcItem 	Prophecy - Path of the God
10356	EtcItem 	Empty Sound Crystal
10357	EtcItem 	Angel Medicine
10358	EtcItem 	Angel's Message
10359	EtcItem 	Metallograph
10360	EtcItem 	Broken Metal Pieces
10361	EtcItem 	Nikola's Map
10362	EtcItem 	Loraine's Certificate
10363	EtcItem 	Metallograph
10364	EtcItem 	Broken Metal Pieces
10365	EtcItem 	Nikola's Map
10366	EtcItem 	Metallograph - Research Report
10367	EtcItem 	Leto Lizardman Accessory
10368	EtcItem 	Metallograph
10369	EtcItem 	Broken Metal Pieces
10370	EtcItem 	Metallograph - Decipher Pattern
10371	EtcItem 	Repaired Metallograph
10372	EtcItem 	Red Stone
10373	EtcItem 	Recipe - Icarus Sawsword (60%)
10374	EtcItem 	Recipe - Icarus Disperser (60%)
10375	EtcItem 	Recipe - Icarus Spirit (60%)
10376	EtcItem 	Recipe - Icarus Heavy Arms (60%)
10377	EtcItem 	Recipe - Icarus Trident (60%)
10378	EtcItem 	Recipe - Icarus Hammer (60%)
10379	EtcItem 	Recipe - Icarus Hand (60%)
10380	EtcItem 	Recipe - Icarus Hall (60%)
10381	EtcItem 	Recipe - Icarus Spitter (60%)
10382	EtcItem 	Recipe - Icarus Stinger (60%)
10383	EtcItem 	Recipe - Icarus Wingblade (60%)
10384	EtcItem 	Recipe - Icarus Shooter (60%)
10385	EtcItem 	Recipe - Icarus Sawsword (100%)
10386	EtcItem 	Recipe - Icarus Disperser (100%)
10387	EtcItem 	Recipe - Icarus Spirit (100%)
10388	EtcItem 	Recipe - Icarus Heavy Arms (100%)
10389	EtcItem 	Recipe - Icarus Trident (100%)
10390	EtcItem 	Recipe - Icarus Hammer (100%)
10391	EtcItem 	Recipe - Icarus Hand (100%)
10392	EtcItem 	Recipe - Icarus Hall (100%)
10393	EtcItem 	Recipe - Icarus Spitter (100%)
10394	EtcItem 	Recipe - Icarus Stinger (100%)
10395	EtcItem 	Recipe - Icarus Wingblade (100%)
10396	EtcItem 	Recipe - Icarus Shooter (100%)
10397	EtcItem 	Icarus Sawsword Piece
10398	EtcItem 	Icarus Disperser Piece
10399	EtcItem 	Icarus Spirit Piece
10400	EtcItem 	Icarus Heavy Arms Piece
10401	EtcItem 	Icarus Trident Piece
10402	EtcItem 	Icarus Hammer Piece
10403	EtcItem 	Icarus Hand Piece
10404	EtcItem 	Icarus Hall Piece
10405	EtcItem 	Icarus Spitter Piece
10406	EtcItem 	Icarus Stinger Piece
10407	EtcItem 	Icarus Wingblade Piece
10408	EtcItem 	Old Agathion
10409	EtcItem 	A Bottle of Souls
10410	EtcItem 	Full Bottle of Souls - 5 Souls
10411	EtcItem 	Full Bottle of Souls - 5 Souls (For Combat)
10412	EtcItem 	Full Bottle of Souls - 10 Souls
10413	EtcItem 	Dynastic Essence II
10414	EtcItem 	Agathion Exchange Coupon
10415	Weapon 	Icarus Dual Sword
10416	Armor 	Blue Talisman - Explosion
10417	Armor 	Blue Talisman - Magic Explosion
10418	Armor 	White Talisman - Storm
10419	Armor 	White Talisman - Darkness
10420	Armor 	White Talisman - Water
10421	Armor 	White Talisman - Fire
10422	Armor 	White Talisman - Light
